Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,FM_score,Segment
13635,67,4,2972.16,3,3,5,11,4,Loyal Customers
13636,36,5,949.12,4,4,3,11,4,Loyal Customers
13637,52,3,803.05,4,3,3,10,3,Potential Loyalists
13638,15,1,122.64,5,1,1,7,1,New Customers
13639,74,2,1346.27,3,2,4,9,3,Need Attention
13640,611,1,405.0,1,1,2,4,2,Hibernating
13641,640,4,942.37,1,3,3,7,3,At Risk
13642,215,4,459.45,2,3,2,7,2,Hibernating
13643,31,10,2156.77,4,5,4,13,4,Loyal Customers
13644,16,4,2599.26,5,3,4,12,4,Champions
13645,120,1,252.1,3,1,1,5,1,About to Sleep
13646,399,2,326.25,2,2,2,6,2,Hibernating
13647,9,8,3041.68,5,4,5,14,4,Champions
13648,400,7,1712.8700000000001,2,4,4,10,4,At Risk
13649,256,6,1453.68,2,4,4,10,4,At Risk
13650,16,9,3193.5,5,5,5,15,5,Champions
13651,39,2,193.95,4,2,1,7,2,Potential Loyalists
13652,45,5,2262.05,4,4,4,12,4,Loyal Customers
13653,487,1,152.2,1,1,1,3,1,Hibernating
13654,43,11,6308.0,4,5,5,14,5,Loyal Customers
13655,114,6,2268.01,3,4,4,11,4,Loyal Customers
13656,164,4,1078.85,3,3,3,9,3,Need Attention
13657,10,2,382.14,5,2,2,9,2,Potential Loyalists
13658,9,9,5838.22,5,5,5,15,5,Champions
13659,205,12,4840.9800000000005,2,5,5,12,5,Can't Lose Them
13660,400,1,306.64,2,1,2,5,2,Hibernating
13661,603,1,325.24,1,1,2,4,2,Hibernating
13662,85,11,2206.81,3,5,4,12,4,Loyal Customers
13663,179,5,2047.51,3,4,4,11,4,Loyal Customers
13665,386,3,1711.6599999999999,2,3,4,9,4,At Risk
13666,60,5,127.05,3,4,1,8,2,About to Sleep
13667,149,1,299.05,3,1,2,6,2,About to Sleep
13668,2,35,12812.93,5,5,5,15,5,Champions
13669,50,3,413.55,4,3,2,9,2,Potential Loyalists
13670,75,1,349.7,3,1,2,6,2,About to Sleep
13671,394,1,172.6,2,1,1,4,1,Hibernating
13672,301,2,295.66,2,2,2,6,2,Hibernating
13673,18,2,387.44,5,2,2,9,2,Potential Loyalists
13674,432,1,225.83,1,1,1,3,1,Hibernating
13675,151,2,486.82000000000005,3,2,2,7,2,About to Sleep
13676,539,2,153.15,1,2,1,4,2,Hibernating
13677,404,2,551.24,2,2,2,6,2,Hibernating
13678,151,1,232.6,3,1,1,5,1,About to Sleep
13679,493,3,281.26,1,3,2,6,2,Hibernating
13680,1,11,9899.56,5,5,5,15,5,Champions
13681,17,4,827.83,5,3,3,11,3,Potential Loyalists
13682,187,1,59.5,2,1,1,4,1,Hibernating
13683,457,1,258.6,1,1,1,3,1,Hibernating
13684,285,4,550.78,2,3,2,7,2,Hibernating
13685,2,7,3119.44,5,4,5,14,4,Champions
13686,182,3,409.04,3,3,2,8,2,About to Sleep
13687,438,1,11880.84,1,1,5,7,3,At Risk
13688,635,1,375.5,1,1,2,4,2,Hibernating
13689,63,2,1259.5,3,2,4,9,3,Need Attention
13690,59,1,172.25,3,1,1,5,1,About to Sleep
13691,396,1,210.78,2,1,1,4,1,Hibernating
13692,24,5,3099.45,4,4,5,13,4,Loyal Customers
13693,374,9,1996.97,2,5,4,11,4,At Risk
13694,3,140,193087.77,5,5,5,15,5,Champions
13695,31,16,2770.73,4,5,4,13,4,Loyal Customers
13696,421,3,2020.4,1,3,4,8,4,At Risk
13697,38,1,151.29999999999998,4,1,1,6,1,Promising
13698,596,2,451.73,1,2,2,5,2,Hibernating
13699,155,2,744.25,3,2,3,8,2,About to Sleep
13700,26,12,2569.72,4,5,4,13,4,Loyal Customers
13701,446,1,161.0,1,1,1,3,1,Hibernating
13702,445,1,135.18,1,1,1,3,1,Hibernating
13703,318,1,99.5,2,1,1,4,1,Hibernating
13704,5,9,2308.06,5,5,4,14,4,Champions
13705,7,7,1717.19,5,4,4,13,4,Champions
13706,302,2,631.17,2,2,3,7,2,Hibernating
13707,267,5,3365.86,2,4,5,11,4,At Risk
13708,271,1,283.33,2,1,2,5,2,Hibernating
13709,3,18,7538.55,5,5,5,15,5,Champions
13710,31,3,509.52,4,3,2,9,2,Potential Loyalists
13711,218,9,1792.26,2,5,4,11,4,At Risk
13712,246,2,766.42,2,2,3,7,2,Hibernating
13713,408,3,740.76,2,3,3,8,3,At Risk
13714,465,1,161.35,1,1,1,3,1,Hibernating
13715,281,17,8129.24,2,5,5,12,5,Can't Lose Them
13716,269,1,138.28,2,1,1,4,1,Hibernating
13717,32,8,1750.55,4,4,4,12,4,Loyal Customers
13718,246,2,306.55,2,2,2,6,2,Hibernating
13719,15,11,2782.1,5,5,4,14,4,Champions
13720,116,4,799.9,3,3,3,9,3,Need Attention
13721,36,2,741.54,4,2,3,9,2,Potential Loyalists
13722,131,10,5635.41,3,5,5,13,5,Loyal Customers
13723,217,6,1194.08,2,4,4,10,4,At Risk
13724,637,1,213.01,1,1,1,3,1,Hibernating
13725,49,8,1967.36,4,4,4,12,4,Loyal Customers
13726,38,2,1079.66,4,2,3,9,2,Potential Loyalists
13727,28,7,1061.4,4,4,3,11,4,Loyal Customers
13728,36,16,2855.17,4,5,4,13,4,Loyal Customers
13729,438,2,719.63,1,2,3,6,2,Hibernating
13730,135,2,752.6,3,2,3,8,2,About to Sleep
13731,219,2,610.59,2,2,3,7,2,Hibernating
13732,28,1,491.86,4,1,2,7,2,Potential Loyalists
13733,410,2,487.03000000000003,1,2,2,5,2,Hibernating
13734,508,3,3445.3400000000006,1,3,5,9,4,At Risk
13735,24,13,9539.92,4,5,5,14,5,Loyal Customers
13736,5,7,2722.67,5,4,4,13,4,Champions
13737,200,1,339.59999999999997,2,1,2,5,2,Hibernating
13738,396,1,434.78000000000003,2,1,2,5,2,Hibernating
13739,18,2,292.2,5,2,2,9,2,Potential Loyalists
13740,240,5,1582.77,2,4,4,10,4,At Risk
13741,71,3,668.4300000000001,3,3,3,9,3,Need Attention
13742,16,12,3107.87,5,5,5,15,5,Champions
13743,2,7,1341.6,5,4,4,13,4,Champions
13744,95,2,1080.52,3,2,3,8,2,About to Sleep
13745,162,2,763.82,3,2,3,8,2,About to Sleep
13746,413,1,176.69,1,1,1,3,1,Hibernating
13747,373,2,169.79999999999998,2,2,1,5,2,Hibernating
13748,95,9,2064.35,3,5,4,12,4,Loyal Customers
13750,53,11,3602.18,4,5,5,14,5,Loyal Customers
13751,288,1,296.25,2,1,2,5,2,Hibernating
13752,124,7,1579.83,3,4,4,11,4,Loyal Customers
13753,287,4,2094.57,2,3,4,9,4,At Risk
13754,151,3,447.05,3,3,2,8,2,About to Sleep
13755,3,9,2108.06,5,5,4,14,4,Champions
13756,2,23,8655.95,5,5,5,15,5,Champions
13757,674,1,195.55,1,1,1,3,1,Hibernating
13758,11,14,8558.54,5,5,5,15,5,Champions
13759,33,2,659.4100000000001,4,2,3,9,2,Potential Loyalists
13760,54,5,1363.6399999999999,4,4,4,12,4,Loyal Customers
13761,50,6,1952.17,4,4,4,12,4,Loyal Customers
13762,593,4,2165.76,1,3,4,8,4,At Risk
13763,63,3,5217.44,3,3,5,11,4,Loyal Customers
13764,70,6,2908.67,3,4,5,12,4,Loyal Customers
13765,653,1,352.82,1,1,2,4,2,Hibernating
13766,495,1,190.35,1,1,1,3,1,Hibernating
13767,2,73,33820.12,5,5,5,15,5,Champions
13768,726,2,875.97,1,2,3,6,2,Hibernating
13769,2,20,5478.12,5,5,5,15,5,Champions
13770,422,4,785.37,1,3,3,7,3,At Risk
13771,64,9,5728.82,3,5,5,13,5,Loyal Customers
13772,33,8,3092.07,4,4,5,13,4,Loyal Customers
13773,396,2,301.54,2,2,2,6,2,Hibernating
13774,81,1,345.0,3,1,2,6,2,About to Sleep
13775,590,1,1049.66,1,1,3,5,2,Hibernating
13777,0,61,49638.26,5,5,5,15,5,Champions
13778,103,4,1124.49,3,3,3,9,3,Need Attention
13779,515,1,161.13,1,1,1,3,1,Hibernating
13780,7,3,732.07,5,3,3,11,3,Potential Loyalists
13781,250,3,778.83,2,3,3,8,3,At Risk
13782,12,13,1778.13,5,5,4,14,4,Champions
13783,487,4,1542.09,1,3,4,8,4,At Risk
13784,9,14,2908.98,5,5,5,15,5,Champions
13785,428,4,542.49,1,3,2,6,2,Hibernating
13786,367,6,3112.99,2,4,5,11,4,At Risk
13787,75,6,1203.55,3,4,4,11,4,Loyal Customers
13788,505,1,3.75,1,1,1,3,1,Hibernating
13789,388,1,239.45999999999998,2,1,1,4,1,Hibernating
13790,4,1,348.79999999999995,5,1,2,8,2,Potential Loyalists
13791,127,2,1516.0,3,2,4,9,3,Need Attention
13792,66,3,383.95,3,3,2,8,2,About to Sleep
13793,646,1,96.0,1,1,1,3,1,Hibernating
13794,546,1,126.03,1,1,1,3,1,Hibernating
13795,388,4,836.3,2,3,3,8,3,At Risk
13796,499,1,289.7,1,1,2,4,2,Hibernating
13797,436,3,1179.45,1,3,3,7,3,At Risk
13798,1,109,74461.81,5,5,5,15,5,Champions
13799,116,8,2524.27,3,4,4,11,4,Loyal Customers
13800,309,3,1679.56,2,3,4,9,4,At Risk
13801,66,1,324.8,3,1,2,6,2,About to Sleep
13802,138,19,25839.11,3,5,5,13,5,Loyal Customers
13803,255,3,1319.1100000000001,2,3,4,9,4,At Risk
13804,30,9,3161.12,4,5,5,14,5,Loyal Customers
13805,52,2,924.5999999999999,4,2,3,9,2,Potential Loyalists
13806,63,1,256.38,3,1,1,5,1,About to Sleep
13807,367,3,405.25,2,3,2,7,2,Hibernating
13808,5,5,1747.66,5,4,4,13,4,Champions
13809,305,3,679.6999999999999,2,3,3,8,3,At Risk
13810,28,2,827.51,4,2,3,9,2,Potential Loyalists
13811,183,2,519.75,3,2,2,7,2,About to Sleep
13812,42,3,485.0,4,3,2,9,2,Potential Loyalists
13813,39,8,2360.52,4,4,4,12,4,Loyal Customers
13814,92,3,2240.32,3,3,4,10,4,Loyal Customers
13815,22,8,6584.74,4,4,5,13,4,Loyal Customers
13816,23,2,499.67,4,2,2,8,2,Potential Loyalists
13817,29,2,328.98,4,2,2,8,2,Potential Loyalists
13818,429,1,61.28,1,1,1,3,1,Hibernating
13819,301,6,2642.35,2,4,4,10,4,At Risk
13820,418,3,646.0,1,3,3,7,3,At Risk
13821,144,6,1355.38,3,4,4,11,4,Loyal Customers
13822,5,2,632.0,5,2,3,10,2,Potential Loyalists
13823,18,7,3361.5,5,4,5,14,4,Champions
13824,32,12,3314.76,4,5,5,14,5,Loyal Customers
13825,621,2,255.59,1,2,1,4,2,Hibernating
13826,176,1,189.5,3,1,1,5,1,About to Sleep
13827,57,3,409.8,4,3,2,9,2,Potential Loyalists
13828,22,1,209.49,4,1,1,6,1,Promising
13830,581,1,141.9,1,1,1,3,1,Hibernating
13831,16,17,6582.64,5,5,5,15,5,Champions
13832,19,2,609.89,5,2,3,10,2,Potential Loyalists
13833,159,2,700.41,3,2,3,8,2,About to Sleep
13834,576,2,324.19,1,2,2,5,2,Hibernating
13835,25,7,1095.27,4,4,3,11,4,Loyal Customers
13836,399,2,620.37,2,2,3,7,2,Hibernating
13837,211,2,266.59000000000003,2,2,1,5,2,Hibernating
13838,5,10,1690.07,5,5,4,14,4,Champions
13839,486,1,139.95000000000002,1,1,1,3,1,Hibernating
13840,416,1,651.4,1,1,3,5,2,Hibernating
13841,252,1,85.0,2,1,1,4,1,Hibernating
13842,58,18,5319.34,4,5,5,14,5,Loyal Customers
13843,381,1,319.75,2,1,2,5,2,Hibernating
13844,11,1,361.62,5,1,2,8,2,Potential Loyalists
13845,64,1,312.98,3,1,2,6,2,About to Sleep
13846,24,4,1307.79,4,3,4,11,4,Loyal Customers
13847,719,1,310.72,1,1,2,4,2,Hibernating
13848,92,8,3015.0,3,4,5,12,4,Loyal Customers
13849,51,5,3443.8,4,4,5,13,4,Loyal Customers
13850,129,1,1595.48,3,1,4,8,2,About to Sleep
13851,95,8,4516.76,3,4,5,12,4,Loyal Customers
13852,610,1,187.35000000000002,1,1,1,3,1,Hibernating
13853,57,1,1090.1399999999999,4,1,3,8,2,Potential Loyalists
13854,8,39,11880.86,5,5,5,15,5,Champions
13855,500,4,1310.34,1,3,4,8,4,At Risk
13856,168,11,1116.53,3,5,3,11,4,Loyal Customers
13857,393,6,997.01,2,4,3,9,4,At Risk
13858,57,1,216.17000000000002,4,1,1,6,1,Promising
13859,326,2,515.86,2,2,2,6,2,Hibernating
13860,1,5,1245.9,5,4,4,13,4,Champions
13861,429,2,256.26,1,2,1,4,2,Hibernating
13862,18,9,2556.09,5,5,4,14,4,Champions
13863,247,4,1226.8,2,3,4,9,4,At Risk
13864,386,1,662.4000000000001,2,1,3,6,2,Hibernating
13865,58,4,501.56,4,3,2,9,2,Potential Loyalists
13866,74,1,145.67,3,1,1,5,1,About to Sleep
13867,31,3,1005.09,4,3,3,10,3,Potential Loyalists
13868,7,2,3192.54,5,2,5,12,4,Champions
13869,123,10,7996.87,3,5,5,13,5,Loyal Customers
13870,2,15,5712.08,5,5,5,15,5,Champions
13871,22,17,7860.650000000001,4,5,5,14,5,Loyal Customers
13872,527,3,919.57,1,3,3,7,3,At Risk
13873,119,8,1038.92,3,4,3,10,4,Loyal Customers
13874,358,7,2049.15,2,4,4,10,4,At Risk
13875,53,14,4814.37,4,5,5,14,5,Loyal Customers
13876,63,1,122.7,3,1,1,5,1,About to Sleep
13877,86,3,449.68,3,3,2,8,2,About to Sleep
13878,54,4,2416.9,4,3,4,11,4,Loyal Customers
13879,645,1,395.5,1,1,2,4,2,Hibernating
13880,21,17,4293.86,4,5,5,14,5,Loyal Customers
13881,3,41,44605.1,5,5,5,15,5,Champions
13882,2,5,1131.28,5,4,3,12,4,Champions
13883,10,14,6430.04,5,5,5,15,5,Champions
13884,7,10,1795.23,5,5,4,14,4,Champions
13885,189,2,506.8,2,2,2,6,2,Hibernating
13886,71,1,243.56,3,1,1,5,1,About to Sleep
13887,204,1,349.55,2,1,2,5,2,Hibernating
13888,119,7,2001.59,3,4,4,11,4,Loyal Customers
13889,92,6,1937.23,3,4,4,11,4,Loyal Customers
13890,1,14,2912.38,5,5,5,15,5,Champions
13891,378,3,859.21,2,3,3,8,3,At Risk
13892,26,6,1267.6499999999999,4,4,4,12,4,Loyal Customers
13893,297,1,821.1,2,1,3,6,2,Hibernating
13894,23,3,554.72,4,3,2,9,2,Potential Loyalists
13895,28,6,3928.57,4,4,5,13,4,Loyal Customers
13896,625,1,388.55,1,1,2,4,2,Hibernating
13897,50,3,1160.72,4,3,3,10,3,Potential Loyalists
13898,325,2,686.4,2,2,3,7,2,Hibernating
13899,16,2,388.52,5,2,2,9,2,Potential Loyalists
13900,183,6,1610.5900000000001,3,4,4,11,4,Loyal Customers
13901,72,15,5617.04,3,5,5,13,5,Loyal Customers
13902,632,5,30392.46,1,4,5,10,4,At Risk
13903,400,1,165.45000000000002,2,1,1,4,1,Hibernating
13904,37,2,332.64,4,2,2,8,2,Potential Loyalists
13905,732,1,312.65,1,1,2,4,2,Hibernating
13906,409,1,42.0,1,1,1,3,1,Hibernating
13907,691,1,136.8,1,1,1,3,1,Hibernating
13908,79,4,2304.7,3,3,4,10,4,Loyal Customers
13909,423,2,282.85,1,2,2,5,2,Hibernating
13911,57,20,4215.09,4,5,5,14,5,Loyal Customers
13912,423,1,124.95,1,1,1,3,1,Hibernating
13913,506,1,42.22,1,1,1,3,1,Hibernating
13914,11,2,613.95,5,2,3,10,2,Potential Loyalists
13915,394,1,70.80000000000001,2,1,1,4,1,Hibernating
13916,463,4,1275.81,1,3,4,8,4,At Risk
13917,49,2,272.04,4,2,1,7,2,Potential Loyalists
13918,49,2,1212.8400000000001,4,2,4,10,3,Potential Loyalists
13919,59,4,1242.18,3,3,4,10,4,Loyal Customers
13920,431,4,1734.8799999999999,1,3,4,8,4,At Risk
13921,402,4,720.75,2,3,3,8,3,At Risk
13922,351,3,834.6,2,3,3,8,3,At Risk
13923,53,1,351.13,4,1,2,7,2,Potential Loyalists
13924,1,5,1780.55,5,4,4,13,4,Champions
13925,92,4,616.65,3,3,3,9,3,Need Attention
13926,23,1,223.85000000000002,4,1,1,6,1,Promising
13927,74,2,708.26,3,2,3,8,2,About to Sleep
13928,10,4,464.57,5,3,2,10,2,Potential Loyalists
13929,169,9,3357.9,3,5,5,13,5,Loyal Customers
13930,57,2,337.34,4,2,2,8,2,Potential Loyalists
13931,95,11,5257.38,3,5,5,13,5,Loyal Customers
13932,294,1,307.4,2,1,2,5,2,Hibernating
13933,109,2,608.79,3,2,3,8,2,About to Sleep
13934,263,1,922.1,2,1,3,6,2,Hibernating
13935,596,3,6116.92,1,3,5,9,4,At Risk
13936,179,3,924.36,3,3,3,9,3,Need Attention
13937,169,2,867.38,3,2,3,8,2,About to Sleep
13938,35,1,71.66,4,1,1,6,1,Promising
13939,23,7,1560.96,4,4,4,12,4,Loyal Customers
13940,17,4,839.14,5,3,3,11,3,Potential Loyalists
13941,21,15,9951.58,4,5,5,14,5,Loyal Customers
13942,534,1,320.0,1,1,2,4,2,Hibernating
13943,577,1,246.54,1,1,1,3,1,Hibernating
13944,653,1,200.43,1,1,1,3,1,Hibernating
13945,394,2,854.15,2,2,3,7,2,Hibernating
13946,79,6,1745.43,3,4,4,11,4,Loyal Customers
13947,65,1,90.6,3,1,1,5,1,About to Sleep
13948,360,4,548.76,2,3,2,7,2,Hibernating
13949,2,6,2427.32,5,4,4,13,4,Champions
13950,11,4,728.56,5,3,3,11,3,Potential Loyalists
13951,176,3,674.45,3,3,3,9,3,Need Attention
13952,217,14,12823.52,2,5,5,12,5,Can't Lose Them
13953,7,12,6640.68,5,5,5,15,5,Champions
13954,1,2,389.42,5,2,2,9,2,Potential Loyalists
13955,154,3,544.0699999999999,3,3,2,8,2,About to Sleep
13956,5,5,1019.27,5,4,3,12,4,Champions
13957,417,3,458.25,1,3,2,6,2,Hibernating
13958,379,8,4551.08,2,4,5,11,4,At Risk
13959,79,6,1064.77,3,4,3,10,4,Loyal Customers
13960,21,2,230.22,4,2,1,7,2,Potential Loyalists
13961,392,1,500.15,2,1,2,5,2,Hibernating
13962,21,3,362.8,4,3,2,9,2,Potential Loyalists
13963,308,17,2748.32,2,5,4,11,4,At Risk
13964,387,2,421.9,2,2,2,6,2,Hibernating
13965,476,3,777.66,1,3,3,7,3,At Risk
13966,435,1,384.26,1,1,2,4,2,Hibernating
13967,145,2,166.3,3,2,1,6,2,About to Sleep
13968,423,1,123.66,1,1,1,3,1,Hibernating
13969,7,35,12826.31,5,5,5,15,5,Champions
13970,386,2,846.55,2,2,3,7,2,Hibernating
13971,18,14,4629.07,5,5,5,15,5,Champions
13972,70,2,190.25,3,2,1,6,2,About to Sleep
13973,287,1,264.7,2,1,1,4,1,Hibernating
13974,49,2,677.72,4,2,3,9,2,Potential Loyalists
13975,31,12,5244.6,4,5,5,14,5,Loyal Customers
13976,206,4,1192.3600000000001,2,3,3,8,3,At Risk
13977,411,1,519.8100000000001,1,1,2,4,2,Hibernating
13978,14,2,196.79,5,2,1,8,2,Potential Loyalists
13979,73,7,3339.08,3,4,5,12,4,Loyal Customers
13980,60,5,744.62,3,4,3,10,4,Loyal Customers
13981,415,1,331.14,1,1,2,4,2,Hibernating
13982,39,9,3949.19,4,5,5,14,5,Loyal Customers
13983,29,20,6724.55,4,5,5,14,5,Loyal Customers
13984,26,11,1461.32,4,5,4,13,4,Loyal Customers
13985,4,22,9991.16,5,5,5,15,5,Champions
13986,17,1,320.46,5,1,2,8,2,Potential Loyalists
13987,379,2,682.54,2,2,3,7,2,Hibernating
13988,19,8,4720.1,5,4,5,14,4,Champions
13989,65,5,2026.06,3,4,4,11,4,Loyal Customers
13990,213,1,311.3,2,1,2,5,2,Hibernating
13991,12,6,851.88,5,4,3,12,4,Champions
13992,30,3,219.5,4,3,1,8,2,Potential Loyalists
13993,42,19,6747.06,4,5,5,14,5,Loyal Customers
13994,3,6,2274.14,5,4,4,13,4,Champions
13995,15,14,3862.11,5,5,5,15,5,Champions
13996,386,2,845.76,2,2,3,7,2,Hibernating
13997,519,3,376.46,1,3,2,6,2,Hibernating
13998,446,3,566.7,1,3,2,6,2,Hibernating
13999,10,29,9502.26,5,5,5,15,5,Champions
14000,211,5,2046.34,2,4,4,10,4,At Risk
14001,45,9,4228.85,4,5,5,14,5,Loyal Customers
14002,134,2,529.73,3,2,2,7,2,About to Sleep
14003,732,1,209.41,1,1,1,3,1,Hibernating
14004,43,11,6258.45,4,5,5,14,5,Loyal Customers
14005,9,5,2874.72,5,4,5,14,4,Champions
14006,115,7,2196.67,3,4,4,11,4,Loyal Customers
14007,512,1,79.48,1,1,1,3,1,Hibernating
14008,432,1,493.74,1,1,2,4,2,Hibernating
14009,198,3,1099.91,2,3,3,8,3,At Risk
14010,565,1,288.09999999999997,1,1,2,4,2,Hibernating
14011,480,2,457.82,1,2,2,5,2,Hibernating
14012,277,1,328.8,2,1,2,5,2,Hibernating
14013,110,5,1084.57,3,4,3,10,4,Loyal Customers
14014,77,3,1948.21,3,3,4,10,4,Loyal Customers
14015,52,1,917.34,4,1,3,8,2,Potential Loyalists
14016,161,11,11303.41,3,5,5,13,5,Loyal Customers
14017,571,1,229.75,1,1,1,3,1,Hibernating
14018,645,1,367.15,1,1,2,4,2,Hibernating
14019,46,3,1408.86,4,3,4,11,4,Loyal Customers
14020,16,4,1226.31,5,3,4,12,4,Champions
14021,155,7,1716.58,3,4,4,11,4,Loyal Customers
14022,225,2,792.15,2,2,3,7,2,Hibernating
14023,7,2,584.07,5,2,2,9,2,Potential Loyalists
14024,121,3,645.74,3,3,3,9,3,Need Attention
14025,464,8,4027.9,1,4,5,10,4,At Risk
14026,470,2,713.11,1,2,3,6,2,Hibernating
14027,60,1,104.82,3,1,1,5,1,About to Sleep
14028,550,2,6786.0,1,2,5,8,4,At Risk
14029,63,2,467.66,3,2,2,7,2,About to Sleep
14030,18,20,7514.85,5,5,5,15,5,Champions
14031,7,41,36268.71,5,5,5,15,5,Champions
14032,2,16,4506.45,5,5,5,15,5,Champions
14033,555,1,109.44,1,1,1,3,1,Hibernating
14034,22,3,509.09000000000003,4,3,2,9,2,Potential Loyalists
14035,28,9,2794.75,4,5,4,13,4,Loyal Customers
14036,284,1,626.65,2,1,3,6,2,Hibernating
14037,176,6,836.95,3,4,3,10,4,Loyal Customers
14038,78,5,3037.03,3,4,5,12,4,Loyal Customers
14039,33,2,267.28000000000003,4,2,1,7,2,Potential Loyalists
14040,40,35,12523.81,4,5,5,14,5,Loyal Customers
14041,266,1,141.41,2,1,1,4,1,Hibernating
14042,725,1,431.98,1,1,2,4,2,Hibernating
14043,491,2,302.59999999999997,1,2,2,5,2,Hibernating
14044,26,10,3057.0,4,5,5,14,5,Loyal Customers
14045,109,15,9375.03,3,5,5,13,5,Loyal Customers
14046,284,1,151.59,2,1,1,4,1,Hibernating
14047,8,13,3911.11,5,5,5,15,5,Champions
14048,305,3,725.09,2,3,3,8,3,At Risk
14049,16,13,12885.17,5,5,5,15,5,Champions
14050,31,2,746.36,4,2,3,9,2,Potential Loyalists
14051,0,37,21668.98,5,5,5,15,5,Champions
14052,19,2,466.66,5,2,2,9,2,Potential Loyalists
14053,124,4,572.3,3,3,2,8,2,About to Sleep
14054,65,1,92.46000000000001,3,1,1,5,1,About to Sleep
14055,106,3,1520.96,3,3,4,10,4,Loyal Customers
14056,1,23,8092.18,5,5,5,15,5,Champions
14057,23,22,8276.1,4,5,5,14,5,Loyal Customers
14058,462,2,469.19,1,2,2,5,2,Hibernating
14059,266,1,183.6,2,1,1,4,1,Hibernating
14060,4,30,8893.2,5,5,5,15,5,Champions
14061,507,3,917.4300000000001,1,3,3,7,3,At Risk
14062,9,24,25503.88,5,5,5,15,5,Champions
14063,686,7,9471.5,1,4,5,10,4,At Risk
14064,29,15,3014.97,4,5,5,14,5,Loyal Customers
14065,389,3,891.02,2,3,3,8,3,At Risk
14066,266,1,152.55,2,1,1,4,1,Hibernating
14067,63,2,374.7,3,2,2,7,2,About to Sleep
14068,320,4,1493.32,2,3,4,9,4,At Risk
14069,514,2,225.81,1,2,1,4,2,Hibernating
14070,684,1,321.6,1,1,2,4,2,Hibernating
14071,3,7,1291.34,5,4,4,13,4,Champions
14072,666,1,390.85,1,1,2,4,2,Hibernating
14073,32,1,139.54,4,1,1,6,1,Promising
14074,623,1,219.4,1,1,1,3,1,Hibernating
14075,4,5,1724.87,5,4,4,13,4,Champions
14076,129,1,118.67,3,1,1,5,1,About to Sleep
14077,40,6,615.08,4,4,3,11,4,Loyal Customers
14078,101,9,1551.82,3,5,4,12,4,Loyal Customers
14079,124,1,375.1,3,1,2,6,2,About to Sleep
14080,32,5,1075.73,4,4,3,11,4,Loyal Customers
14081,302,10,4822.17,2,5,5,12,5,Can't Lose Them
14082,364,2,413.36,2,2,2,6,2,Hibernating
14083,4,11,1082.19,5,5,3,13,4,Champions
14084,512,1,150.5,1,1,1,3,1,Hibernating
14085,2,32,9692.92,5,5,5,15,5,Champions
14086,462,1,39.95,1,1,1,3,1,Hibernating
14087,2,3,786.72,5,3,3,11,3,Potential Loyalists
14088,10,15,63731.63,5,5,5,15,5,Champions
14089,56,1,158.75,4,1,1,6,1,Promising
14090,324,1,76.32000000000001,2,1,1,4,1,Hibernating
14091,654,2,9530.08,1,2,5,8,4,At Risk
14092,7,24,7229.45,5,5,5,15,5,Champions
14093,12,1,433.86,5,1,2,8,2,Potential Loyalists
14094,439,1,311.77,1,1,2,4,2,Hibernating
14095,722,1,2.95,1,1,1,3,1,Hibernating
14096,4,17,53258.43,5,5,5,15,5,Champions
14097,481,2,422.86,1,2,2,5,2,Hibernating
14098,36,1,147.35,4,1,1,6,1,Promising
14099,16,20,5727.71,5,5,5,15,5,Champions
14100,137,1,191.95,3,1,1,5,1,About to Sleep
14101,73,13,9961.93,3,5,5,13,5,Loyal Customers
14102,5,5,1073.78,5,4,3,12,4,Champions
14104,154,5,740.53,3,4,3,10,4,Loyal Customers
14105,239,5,5970.9800000000005,2,4,5,11,4,At Risk
14106,737,1,214.8,1,1,1,3,1,Hibernating
14107,51,11,4877.3,4,5,5,14,5,Loyal Customers
14108,30,4,1044.96,4,3,3,10,3,Potential Loyalists
14109,72,1,80.2,3,1,1,5,1,About to Sleep
14110,3,33,12974.45,5,5,5,15,5,Champions
14111,14,4,692.85,5,3,3,11,3,Potential Loyalists
14112,22,11,5609.39,4,5,5,14,5,Loyal Customers
14113,3,15,6449.95,5,5,5,15,5,Champions
14114,273,7,1364.09,2,4,4,10,4,At Risk
14115,501,2,622.67,1,2,3,6,2,Hibernating
14116,19,5,1382.74,5,4,4,13,4,Champions
14117,143,1,90.0,3,1,1,5,1,About to Sleep
14118,428,1,458.45,1,1,2,4,2,Hibernating
14119,375,2,163.47,2,2,1,5,2,Hibernating
14121,3,4,2780.15,5,3,4,12,4,Champions
14122,406,3,314.71999999999997,2,3,2,7,2,Hibernating
14123,733,1,436.18,1,1,2,4,2,Hibernating
14124,84,1,419.58,3,1,2,6,2,About to Sleep
14125,10,3,2720.63,5,3,4,12,4,Champions
14126,10,3,1109.96,5,3,3,11,3,Potential Loyalists
14127,122,6,1900.0800000000002,3,4,4,11,4,Loyal Customers
14128,60,3,909.36,3,3,3,9,3,Need Attention
14129,1,9,2591.34,5,5,4,14,4,Champions
14130,319,4,1858.77,2,3,4,9,4,At Risk
14131,648,1,168.22,1,1,1,3,1,Hibernating
14132,2,11,3586.0299999999997,5,5,5,15,5,Champions
14133,129,4,911.14,3,3,3,9,3,Need Attention
14134,382,15,11123.35,2,5,5,12,5,Can't Lose Them
14135,1,24,8839.67,5,5,5,15,5,Champions
